restaurant_name,restaurant_url,restaurant_link,original_location,country,region,province,city,address,vegetarian_friendly,vegan_options,gluten_free,cuisines,popularity_detailed,popularity_generic,price_level,price_range,avg_rating,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
Caffe Nuovo,https://www.tripadvisor.co.uk/Restaurant_Review-g1639613-d3645281,g1639613-d3645281,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sidcup""]",England,Greater London,,Sidcup,"123 Station Road Kent, Sidcup DA15 7AJ England",true,true,true,"Italian, Cafe, Asian, Korean, British",#12 of 93 Restaurants in Sidcup,#13 of 111 places to eat in Sidcup,€€-€€€,€6-€12,5,113,9,0,1,2,5,5,5,5,"noodle soup, sandwiches, great coffee, quality of food, home made"
Caffe Torelli,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d5108173,g191301-d5108173,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"3 Royal Parade Kew Garden, Richmond TW9 3QD England",true,true,true,"Italian, Cafe",#5 of 19 Coffee & Tea in Richmond,#120 of 280 places to eat in Richmond,€,,4,49,26,7,2,6,4.5,4.5,4.5,,
Caffe Toscana,https://www.tripadvisor.co.uk/Restaurant_Review-g528818-d5815244,g528818-d5815244,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Teddington""]",England,Greater London,Richmond,Teddington,"103 Stanley Road, Teddington, Richmond TW11 8UB England",true,true,false,"Cafe, Italian, Mediterranean",#17 of 51 Restaurants in Teddington,#17 of 66 places to eat in Teddington,€€-€€€,,5,45,2,0,0,0,5,5,5,5,
Cakes Today,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d7732095,g528820-d7732095,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"Rubicon House Second Way Unit 5, Wembley HA9 0YJ England",true,false,false,,#1 of 3 Bakeries in Wembley,#30 of 206 places to eat in Wembley,€€-€€€,,4,125,11,1,2,44,3.5,3.5,3.5,,"cakes, vanilla sponge, mango, birthday cake, amazing cake"
Cakewalk Patisserie​ & Coffee House,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d7205028,g504175-d7205028,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"131 Richmond Road, Kingston upon Thames KT2 5BZ England",true,true,true,"Cafe, European, British",#1 of 21 Coffee & Tea in Kingston upon Thames,#4 of 365 places to eat in Kingston upon Thames,€€-€€€,,5,160,14,4,2,1,5,5,4.5,5,"cakes, baguette, soup, great coffee, richmond road"
Cannons Tandoori,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d804200,g1646063-d804200,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"Whitchurch Lane, Edgware HA8 6RW England",true,true,false,"Indian, Bangladeshi, Asian, Balti",#9 of 78 Restaurants in Edgware,#9 of 96 places to eat in Edgware,€€-€€€,€26-€34,4,109,40,11,9,22,4,4.5,4,4,"curry, a busy saturday night, best indian, friendly service, arrived promptly"
Cappadocia,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d1913037,g504175-d1913037,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"2 Station Buildings Fife Road Fife Road, Kingston upon Thames KT1 1SW England",true,true,true,"Mediterranean, Turkish, Middle Eastern",#8 of 170 Restaurants in Kingston upon Thames,#19 of 365 places to eat in Kingston upon Thames,€€-€€€,€12-€29,4.5,656,279,73,39,39,4.5,4,4,4,"kebab, lahmacun, turkish pizza, mixed grill, lambs liver"
Capricho Portuguese Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d12316982,g580420-d12316982,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"1 Broadway Parade, Fencepiece Road Barkingside, Ilford IG6 2JU England",true,true,true,"Seafood, Mediterranean, European, Portuguese",#1 of 217 Restaurants in Ilford,#1 of 283 places to eat in Ilford,€€-€€€,€12-€21,4.5,315,46,21,5,10,4.5,4.5,4.5,,"octopus, prawns, potatoes, steak, sea bass"
Caraway,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d816683,g580420-d816683,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"513-519 Cranbrook Road Gants Hill, Ilford IG2 6HA England",true,true,true,"Indian, Asian",#36 of 217 Restaurants in Ilford,#41 of 283 places to eat in Ilford,€€-€€€,€25-€42,3.5,121,90,61,41,62,4,3,3.5,3.5,"methi chicken, bread, indian food, vegetarian dishes, gants hill"
Caraway Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d10323370,g580427-d10323370,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"290 North Street, Romford RM5 3AB England",true,true,true,"Indian, Asian",#34 of 194 Restaurants in Romford,#39 of 268 places to eat in Romford,€€-€€€,,4,60,22,13,7,13,4,4,4,,"lamb, authentic indian cuisine, providing an excellent service, the staff were extremely helpful, birthday party"
Cardamom,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d3296046,g1934185-d3296046,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"7 Chatsworth Parade Petts Wood, Orpington, Bromley BR5 1DF England",true,true,true,"Indian, Asian, Balti",#24 of 117 Restaurants in Orpington,#26 of 168 places to eat in Orpington,€€-€€€,,4.5,93,17,8,3,8,4.5,4.5,4.5,4,"rice, nan, vindaloo, best indian, indian restaurant"
Carluccio's,https://www.tripadvisor.co.uk/Restaurant_Review-g11834224-d1904445,g11834224-d1904445,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hillingdon""]",England,Greater London,,Hillingdon,"Heathrow Airport Landside, Terminal 5, Hillingdon UB7 9BN England",true,true,true,Italian,#1 of 5 Restaurants in Hillingdon,#1 of 9 places to eat in Hillingdon,€€-€€€,,4,226,256,93,47,35,4,4,3.5,3.5,
Carluccio's,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d1014945,g12692256-d1014945,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing""]",England,Greater London,,Ealing,"5-6 The Green, Ealing W5 5DA England",true,true,true,Italian,#10 of 50 Restaurants in Ealing,#39 of 336 places to eat in Ealing,€€-€€€,€12-€23,3.5,69,65,47,27,14,3.5,4,3.5,3.5,
Carluccio's - Bentalls,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d5110470,g504175-d5110470,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"Floor 4 4 Wood Street, Kingston upon Thames KT1 1TS England",true,true,true,"Italian, European",#74 of 170 Restaurants in Kingston upon Thames,#135 of 365 places to eat in Kingston upon Thames,€€-€€€,€12-€23,4,51,35,21,11,14,4,3.5,3.5,4,
Carluccio's - Bromley,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d7122221,g1637597-d7122221,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"The Glades Shopping Centre Ground Floor, The Glades Shopping Centre, Bromley BR1 1DN England",true,true,true,"Italian, Mediterranean",#109 of 176 Restaurants in Bromley,#234 of 415 places to eat in Bromley,€€-€€€,,3,62,54,33,42,54,3,3,3,3.5,
"Carluccio's - London, Kingston",https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d1014682,g504175-d1014682,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"Charter Quay, Kingston upon Thames KT1 1HT England",true,true,true,"Italian, Mediterranean",#54 of 170 Restaurants in Kingston upon Thames,#95 of 365 places to eat in Kingston upon Thames,€€-€€€,€12-€23,3.5,123,101,53,40,38,3.5,4,3.5,3.5,
"Carluccio's - London, Pinner",https://www.tripadvisor.co.uk/Restaurant_Review-g7380842-d8783412,g7380842-d8783412,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Pinner""]",England,Greater London,,Pinner,"15-17 High Street, Pinner HA5 5PJ England",true,true,true,"Italian, European",#17 of 49 Restaurants in Pinner,#23 of 75 places to eat in Pinner,€€-€€€,,3.5,72,56,48,28,15,3.5,4,3.5,4,
Carluccio's - Richmond,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d2403272,g191301-d2403272,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"31-35 Kew Road, Richmond TW9 2NQ England",true,true,true,Italian,#69 of 117 Restaurants in Richmond,#144 of 280 places to eat in Richmond,€€-€€€,,3.5,119,115,78,63,44,3.5,3.5,3.5,3.5,"carbonara, calamari, pudding, richmond, rugby"
Carluccio's Barnet,https://www.tripadvisor.co.uk/Restaurant_Review-g1480935-d8277098,g1480935-d8277098,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barnet""]",England,Greater London,,Barnet,"High Street, Barnet EN5 5XY England",true,true,true,Italian,#34 of 108 Restaurants in Barnet,#37 of 140 places to eat in Barnet,€€-€€€,,3.5,129,91,42,49,50,3.5,3.5,3.5,,
"Carluccio’s - London, Marriott Heathrow",https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d13114770,g191260-d13114770,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"234 Bath Road Heathrow Marriott, Hayes UB3 5AN England",true,true,true,Italian,#11 of 84 Restaurants in Hayes,#11 of 101 places to eat in Hayes,€€-€€€,€6-€46,4,74,50,16,15,14,4,4,4,,"burrata, ice cream, salad, bread, late lunch"
Carmella Patisserie,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d4598409,g1752250-d4598409,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames"", ""Surbiton""]",England,Greater London,Kingston upon Thames,Surbiton,"132 Ewell Road, Surbiton, Kingston upon Thames KT6 6HE England",false,false,false,Middle Eastern,#1 of 1 Bakery in Surbiton,#30 of 115 places to eat in Surbiton,€€-€€€,,4.5,50,4,3,2,3,4.5,4.5,4.5,4.5,"baklava, cake, vanilla sponge, aladdin's cave, carmelo"
Casa Italiana,https://www.tripadvisor.co.uk/Restaurant_Review-g2089670-d3457950,g2089670-d3457950,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barking and Dagenham"", ""Dagenham""]",England,Greater London,Barking and Dagenham,Dagenham,"19A High Road Chadwell Heath, Dagenham RM6 6PU England",true,false,false,"Italian, Pizza, European",#9 of 67 Restaurants in Dagenham,#11 of 89 places to eat in Dagenham,€€-€€€,€12-€20,4,50,9,5,6,8,4.5,4.5,4.5,4.5,"pizza, great italian food, chadwell heath, lovely atmosphere, last night"
Casa Mia,https://www.tripadvisor.co.uk/Restaurant_Review-g15144472-d815644,g15144472-d815644,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Pinner"", ""Hatch End""]",England,Greater London,Pinner,Hatch End,"455 Uxbridge Road, Hatch End, Pinner HA5 4JS England",true,true,true,"Italian, European",#4 of 7 Restaurants in Hatch End,#4 of 10 places to eat in Hatch End,€€-€€€,€6-€31,4,102,60,28,22,29,4,4,4,3,"steak, bruschetta, veal milanese, glass of wine, the early bird menu"
Casa Nostra,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d2191893,g504182-d2191893,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"8 Mulgrave Road, Sutton SM2 6LE England",true,true,true,"Italian, Mediterranean",#3 of 130 Restaurants in Sutton,#3 of 213 places to eat in Sutton,€€-€€€,,4.5,506,123,43,15,19,4.5,4.5,4.5,4.5,"monkfish, pasta, visited casa, daily specials, italian food"
Caspari Lounge & Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7377416-d15311633,g7377416-d15311633,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Brentford""]",England,Greater London,Ealing,Brentford,"The Old Fire Station 55 High Street The Old Fire Station, Brentford, Ealing TW8 0AH England",true,true,true,"Italian, Pizza, European, Mediterranean",#5 of 48 Restaurants in Brentford,#5 of 57 places to eat in Brentford,€€-€€€,,4.5,79,12,0,3,3,5,5,5,,"pizza, tiramisu, risotto, seafood, prawns"
Cedar Tree,https://www.tripadvisor.co.uk/Restaurant_Review-g1869831-d2550344,g1869831-d2550344,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ruislip""]",England,Greater London,,Ruislip,"80 Victoria Road, Ruislip HA4 0AL England",true,true,false,Lebanese,#23 of 80 Restaurants in Ruislip,#23 of 104 places to eat in Ruislip,€€-€€€,,4,110,42,20,9,20,4.5,4,4,4,"mixed grill, rice, lamb, fries, lebanese food"
Cento Uno,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d17395706,g1752250-d17395706,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames"", ""Surbiton""]",England,Greater London,Kingston upon Thames,Surbiton,"101 Maple Road, Surbiton, Kingston upon Thames KT6 4AW England",true,true,true,"Italian, Pizza, European",#18 of 88 Restaurants in Surbiton,#20 of 115 places to eat in Surbiton,€€-€€€,,4.5,49,13,12,3,2,4.5,4.5,4.5,,"carbonara, pizza, beef, tasty italian food, looking forward to my next visit"
Chai Naasto,https://www.tripadvisor.co.uk/Restaurant_Review-g2549055-d10153966,g2549055-d10153966,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Beckenham""]",England,Greater London,,Beckenham,"2-4 Fairfield Road, Beckenham BR3 3LD England",true,true,true,"Indian, Asian, Street Food",#8 of 88 Restaurants in Beckenham,#8 of 109 places to eat in Beckenham,€€-€€€,€14-€23,4,269,110,53,34,15,4,4.5,4,,"chai, chaat, lamb curry, chilli cheese, wings"
Chakra Kingston Riverside,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d14866695,g504175-d14866695,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"1 Riverside Walk, Kingston upon Thames KT1 1QN England",true,true,true,"Indian, Asian, International",#7 of 170 Restaurants in Kingston upon Thames,#18 of 365 places to eat in Kingston upon Thames,€€-€€€,€12-€52,4.5,226,42,26,21,12,4.5,4.5,4,,"brunch, samosa chaat, black lentils, prawn curry, unlimited prosecco"
Change of Horses,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d5961214,g1934185-d5961214,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"87 High Street Farnborough Village, Orpington, Bromley BR6 7BB England",false,false,false,"Bar, British, Pub",#34 of 117 Restaurants in Orpington,#39 of 168 places to eat in Orpington,€€-€€€,,4,50,10,15,8,5,4,4,4,4,"leek pie, ham, function room, nice sunday lunch, under new management"
Chapter One,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d1014980,g1934185-d1014980,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"Farnborough Common Locksbottom, Kent, Orpington, Bromley BR6 8NF England",true,true,true,"European, British, Contemporary",#6 of 117 Restaurants in Orpington,#6 of 168 places to eat in Orpington,€€€€,€20-€63,4.5,1063,387,195,82,44,4.5,4.5,4,4,"venison, bread, tasting menu, three course meal, pudding"
Charcoal Bar Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d4923035,g1646063-d4923035,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"60 High Street, Edgware HA8 7EJ England",true,true,false,"Barbecue, Turkish, Middle Eastern, Mediterranean",#5 of 78 Restaurants in Edgware,#5 of 96 places to eat in Edgware,€€-€€€,,4.5,44,12,0,2,0,5,4.5,4.5,3.5,
Charlie's Cafe & Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g12529169-d12541551,g12529169-d12541551,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Haringey"", ""Wood Green""]",England,Greater London,Haringey,Wood Green,"169 High Road The Mall Wood Green, Wood Green, Haringey N22 6YA England",true,true,true,"Cafe, British",#1 of 2 Coffee & Tea in Wood Green,#1 of 20 places to eat in Wood Green,€,,5,180,10,3,1,1,5,5,4.5,,"cakes, eggs benedict, bread, great coffee, vegan options"
Charlie's Little Cyprus,https://www.tripadvisor.co.uk/Restaurant_Review-g7938493-d7996191,g7938493-d7996191,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""West Wickham""]",England,Greater London,,West Wickham,"24 Kingsway Coney Hall Parade, West Wickham BR4 9JF England",true,false,false,"Mediterranean, Greek",#15 of 21 Restaurants in West Wickham,#17 of 32 places to eat in West Wickham,€€-€€€,,4,38,10,4,5,5,4,4.5,4,,
Charm Thai,https://www.tripadvisor.co.uk/Restaurant_Review-g528818-d1901204,g528818-d1901204,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Teddington""]",England,Greater London,Richmond,Teddington,"86 High Street, Teddington, Richmond TW11 8JD England",true,true,true,"Asian, Thai",#22 of 51 Restaurants in Teddington,#23 of 66 places to eat in Teddington,€€-€€€,,4,123,65,25,15,16,4,4.5,4,4,
Chatora,https://www.tripadvisor.co.uk/Restaurant_Review-g11878701-d20105004,g11878701-d20105004,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Richmond""]",England,Greater London,Richmond,Richmond,"100 Kew Road, Richmond, Richmond TW9 2PQ England",true,true,true,"Indian, Asian, Contemporary",#1 of 11 Restaurants in Richmond,#2 of 20 places to eat in Richmond,€€-€€€,€12-€33,4.5,118,6,0,1,6,5,5,4.5,,"lamb shank, roganjosh, pumpkin curry, poppadoms, paneer"
Chatsworth Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g12592310-d4496602,g12592310-d4496602,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Acton""]",England,Greater London,Ealing,Acton,"290 High Street, Acton, Ealing W3 9BJ England",false,false,false,"Bar, British, Wine Bar, Gastropub",#1 of 16 Restaurants in Acton,#1 of 19 places to eat in Acton,€€-€€€,,4.5,41,3,1,3,6,4,4,4,,"steak, amazing service, great atmosphere, our waiter, alex"
